AGE,BEDRMS,BUILT,NUNITS,ROOMS,WEIGHT,UTILITY
26,3,1950,1,5,3291.115783,124.8333333
21,2,1975,4,4,5665.988015,161
-9,1,1975,6,3,1196.442857,59
-9,3,1970,1,5,1196.442857,155
55,3,1920,1,6,3034.457822,158
66,3,1970,1,5,2361.380701,402
60,4,1940,1,9,2533.861427,335
56,2,1919,1,5,2533.164268,227.0833333
62,3,1950,1,5,3150.553611,245
59,2,1960,1,4,3363.5392,233.8333333
85,3,1960,1,6,2542.683969,230.3333333
70,2,1975,1,6,2386.77174,196.5833333
-9,2,1960,4,4,1912.698129,167
36,3,1920,1,6,3226.792237,309
28,3,1960,1,7,2416.701705,173.6666667
46,5,1950,1,10,2739.828063,204.3333333
45,2,1975,1,5,2710.628627,81
67,3,1940,1,6,2305.171269,357
25,2,1970,16,4,2517.757459,79
26,4,1919,1,7,2141.189193,295
-9,3,1930,1,6,1184.772574,30
64,2,1930,2,4,2111.937796,172.5
66,5,1919,1,11,2317.710536,303.5
81,2,1960,8,4,2136.282811,127
77,2,1920,1,4,832.6636287,335.1666667
-9,2,1950,1,4,2766.516043,127
64,2,1919,4,4,1970.53153,44
68,3,1985,1,5,2199.844965,281.3333333
71,3,1975,1,7,2819.359323,293
42,4,1975,1,8,2269.73234,307
55,3,1950,1,9,2398.762277,129.4166667
37,3,1950,1,6,2436.449682,179.3333333
33,3,1960,1,7,2585.112206,260.6666667
39,2,1970,2,5,1064.311928,107
65,4,1975,1,10,1543.318649,678.3333333
33,5,1930,1,8,2242.176661,389.6666667
53,3,1960,1,8,1819.838788,424.3333333
33,3,1960,1,5,3431.749815,234.25
-9,2,1975,8,4,1546.601936,99
-9,4,1975,1,6,1779.055481,253.3333333
35,3,1960,2,5,2095.919462,156.3333333
19,2,1960,8,4,3258.906395,107
57,3,1950,1,6,2659.91675,136.5
86,3,1950,1,6,2696.716605,105.8333333
51,2,1950,1,4,2286.146369,151
46,1,1970,8,4,1966.080304,252.5
49,3,1950,1,7,2066.13822,139
62,4,1960,1,7,2055.483609,300.3333333
73,4,1950,1,7,1761.711604,174
52,3,1940,1,5,2455.166406,233.0833333
31,2,1930,1,5,3268.435499,152
52,3,1975,1,6,2708.343121,144.8333333
50,3,1960,1,8,2932.501776,375.6666667
73,3,1975,1,7,2532.820474,642.4166667
43,3,1970,1,6,2271.705643,285
50,5,1970,1,10,2445.310804,373
58,5,1960,1,11,2431.269075,425.8333333
22,2,1919,2,4,3307.673724,27
43,4,1975,1,9,2804.736535,245.1666667
83,2,1960,1,8,2325.134678,168.8333333
80,4,1950,1,9,2589.159834,99
43,1,1975,6,3,2168.525376,41.66666667
57,3,1919,1,7,2513.125875,173
83,3,1970,1,6,2694.594829,138.9166667
40,3,1995,1,5,4346.297181,352
57,3,1960,1,8,1964.522741,217.3333333
79,3,1970,1,5,2539.509478,107
27,1,1975,16,2,2848.874387,34
66,1,1930,1,3,2047.33997,84
56,3,1919,1,7,2519.226337,257.5
48,1,1960,67,3,3424.574937,32
65,3,1950,1,7,3104.571101,259.25
41,3,1950,1,6,5062.930759,191
67,2,1950,8,4,2345.630255,20
30,2,1950,2,4,3560.187763,143
52,2,1940,1,4,2576.162711,130.1666667
93,5,1919,1,10,2526.155148,372
46,2,1960,2,5,3943.50581,157.6666667
65,3,1975,1,5,2309.059396,175.5
54,3,1950,1,5,2427.603031,243.5
69,2,1950,1,4,2423.733582,204.4166667
65,1,1920,77,3,1668.372177,100
-9,0,1960,6,2,1655.258099,0
30,1,1960,4,3,2555.421467,22
73,2,1970,9,4,2321.37656,26
-9,3,1950,1,5,1489.0637,151
71,4,1960,1,8,2786.079494,151.6666667
-9,3,1960,1,8,1866.702317,170
-9,4,1930,1,6,1331.849775,42
75,4,1975,1,8,2647.207736,160
33,3,1920,1,7,2527.965882,215
-9,3,1950,1,6,1885.888776,214
42,4,1960,1,7,2293.780467,230.3333333
50,2,1940,1,5,2438.360872,151
61,3,1940,1,7,3270.82128,202.4166667
53,2,1950,18,4,2212.169998,71
54,1,1930,1,3,2367.678379,161.1666667
27,2,1975,8,4,2272.7881,61
-9,3,1960,17,5,2761.51968,43
35,3,1960,1,5,2308.522263,321
72,3,1975,1,7,2350.409268,360.25
63,3,1940,1,6,2380.541993,231
68,2,1970,1,6,2210.630301,124
71,4,1920,1,8,2309.810415,175
72,2,1940,1,4,2957.283572,75.08333333
52,3,1950,1,6,2839.191925,238
45,4,1975,1,8,2565.5742,138
80,4,1930,1,6,3089.467712,155
86,5,1975,1,10,2677.670251,154.75
76,5,1975,1,10,2673.190291,236.3333333
46,3,1960,8,6,1968.835181,65
73,2,1930,1,4,1869.088176,254.6666667
-9,3,1950,1,7,1546.601936,262
56,2,1960,1,4,3010.13118,130.3333333
22,2,1975,4,4,3984.307649,105
80,4,1960,1,9,2242.708151,173.8333333
-9,3,1950,1,5,1178.454902,62
33,2,1950,1,4,2357.340559,176
58,2,1950,1,6,2349.572781,198
70,3,1930,1,8,2519.198693,252.1666667
37,4,1950,1,7,2136.255635,353.6666667
47,2,1920,3,4,2213.949374,225
49,4,1950,1,7,3904.207363,336.3333333
87,3,1950,1,6,3445.773184,425.3333333
47,2,1950,1,5,3257.946626,236
37,3,1950,1,6,2951.939125,239
56,5,1950,1,9,2463.118798,272.6666667
57,1,1960,12,3,2340.406013,42
40,4,1975,1,8,2865.969744,191
77,3,1970,1,5,1591.075588,89.33333333
28,2,1970,1,5,3544.463126,139.3333333
45,3,1950,1,6,3485.549559,363.6666667
32,2,1940,6,4,2460.230237,46
46,4,1930,1,7,3503.53175,413.3333333
65,2,1920,1,5,2842.902841,193.1666667
38,4,1960,1,9,2527.895885,249.6666667
48,2,1960,4,4,3903.944965,96.66666667
42,3,1919,1,7,3169.10501,299
68,2,1960,1,6,2643.266734,103
78,3,1930,1,7,3104.571101,222.5
13,2,1920,3,4,3328.832005,162.3333333
68,5,1940,1,10,2464.841436,219.75
62,3,1975,1,6,2211.576158,242.3333333
73,1,1920,4,3,2593.056665,25
62,4,1960,1,8,3925.831158,411.9166667
48,2,1960,9,5,2770.367181,65
84,3,1960,1,7,2115.869495,161.1666667
74,3,1940,1,7,2378.818576,309.8333333
27,3,1950,1,9,3111.776789,176.25
30,4,1960,1,7,3423.660176,156.6666667
56,3,1919,1,7,829.0622814,222
53,3,1970,1,6,2746.162441,135.6666667
56,3,1919,1,7,2543.706106,153.6666667
45,3,1919,1,6,2429.511422,215.0833333
43,2,1950,1,4,2982.672454,186.5
62,4,1975,1,8,2303.493742,353.6666667
78,2,1940,1,5,3211.180472,139
60,3,1950,1,6,3246.469553,296.8333333
48,2,1970,2,4,2470.661825,124
59,4,1960,1,8,2460.41734,271
78,1,1950,1,4,2313.47878,96
39,3,1950,1,7,1582.14308,230.6666667
25,3,1960,1,6,3107.2431,505
78,4,1919,1,9,2209.575649,245.3333333
-9,0,1930,2,2,3206.191482,149
67,2,1960,1,6,3469.371705,225.3333333
31,2,1970,16,4,3440.15741,241
32,5,1975,1,8,5310.06358,188
45,3,1995,1,5,1995.254288,302.6666667
24,3,1990,1,5,3428.15222,255
78,2,1990,1,4,2901.134503,116.5
56,2,1919,2,4,2392.057099,61
82,3,1950,1,6,1926.063621,184.6666667
32,3,1970,1,5,2735.194855,392.25
61,2,1960,1,4,2471.051948,155.6666667
28,5,1919,1,7,2384.388803,184.1666667
88,4,1919,1,8,2285.406363,386.3333333
59,1,1970,16,3,2674.356671,112
63,2,1950,1,5,2441.636183,102.5
65,3,1950,1,6,2429.175367,296.5833333
-9,2,1919,2,4,1426.053083,88
-9,2,1940,2,4,1426.053083,156
62,3,1940,1,9,3263.218314,390.4166667
67,2,1975,8,5,1915.518446,60
44,3,1919,2,5,1911.134395,197.3333333
83,3,2004,1,6,2356.841831,140
69,3,1919,1,6,2434.023438,392.8333333
51,3,1960,1,7,1798.528868,193
70,3,1940,1,7,2325.134678,115.9166667
30,3,1950,1,5,3333.420494,108.3333333
61,3,1960,1,5,3336.651813,179
29,4,1970,1,6,2051.715446,347.3333333
-9,2,1930,1,4,720.9767925,98.5
34,2,1985,4,4,2316.910912,305
40,2,1960,1,4,2820.73402,156
40,3,1970,1,6,2799.953574,268.25
82,3,1950,1,6,2671.22297,175.4166667
40,4,1970,1,8,2385.69577,343
25,2,1919,3,4,2882.572881,0
78,2,1975,1,4,2314.444436,99.83333333
48,2,1975,1,5,2654.107656,217
34,3,1950,1,7,1923.999627,310
46,3,1970,1,5,2191.180182,155
28,3,1960,1,7,2716.714802,184.1666667
62,3,1960,1,9,2287.457789,227
-9,3,1919,1,7,2892.136851,85
63,3,1920,1,7,2229.791902,120.1666667
26,3,1950,1,6,3104.361478,307.6666667
35,3,1975,1,7,1882.421472,272
-9,2,1960,1,5,1052.703048,100
56,3,1919,1,7,2635.476089,205.5833333
56,3,1920,1,6,2139.75334,219.5
39,5,1960,1,8,3290.823336,323
50,3,1919,1,7,2890.068025,275
37,2,1919,1,5,2221.368631,245
85,3,1950,1,7,3319.350404,240
63,2,1960,8,4,2102.095581,0
67,2,1940,1,5,3217.936089,122.9166667
45,3,1970,1,5,2339.858045,0
56,2,1930,1,5,2163.064285,173
52,5,1975,1,9,3276.834952,716.4166667
52,4,1975,1,7,3241.934545,244
51,3,1930,1,8,2616.654581,271.5
68,2,1950,1,4,2002.25838,200.6666667
52,2,1920,1,5,2530.847334,369
61,1,1940,1,5,2598.301666,64.91666667
61,2,1940,1,4,2293.82754,128
45,4,1960,1,6,2660.470402,350
52,3,1995,1,6,3419.484314,176.75
23,4,1975,1,9,2465.431876,524.75
75,2,1950,1,5,2805.471833,131.6666667
53,2,1920,1,6,2968.359625,213.1666667
28,2,1920,1,4,2912.353329,176
46,2,1950,1,6,2475.560814,156.6666667
33,3,1975,1,6,3134.75019,192.5
67,2,1960,1,5,2154.306084,137.4166667
64,3,1919,1,6,2511.099103,208.1666667
-9,2,1940,1,4,1655.258099,170
78,4,1960,1,8,2324.414064,284.6666667
35,3,1960,1,7,2441.188124,429
52,2,1960,1,5,1939.86267,383.6666667
32,3,1960,1,5,2752.078841,524.0833333
75,3,1950,1,6,2458.013444,234
63,3,1975,1,5,2591.468119,221.9166667
28,2,1950,1,4,1757.985891,114
93,3,1950,1,5,3557.867237,168.75
73,3,1960,1,5,2523.592425,212
62,3,1920,1,7,2721.577539,115
57,2,1960,1,5,1989.139849,185.5
30,2,1970,96,5,1124.257674,62
85,2,1940,1,5,2876.470182,256
38,2,1920,1,5,2747.607849,144
64,3,1960,1,6,2297.281139,171
57,2,1970,1,4,2016.326233,142
66,3,1975,1,6,2692.204779,267
66,3,1970,1,6,2372.298155,243
34,4,1960,1,6,2773.239208,369.6666667
51,5,1975,1,8,1229.128142,283.5
88,2,1950,1,6,2620.63156,166.9166667
-9,2,1960,1,4,2309.581244,62
68,4,1980,1,6,2650.073796,291.3333333
-9,2,1975,16,4,1861.253356,30
27,3,1980,1,5,3010.270329,103
81,1,1970,3,3,2059.340223,66
58,1,1960,2,4,4108.419035,67
70,3,1960,1,6,2292.265783,174
44,3,1970,1,7,2978.023231,219.6666667
66,3,1975,1,7,1882.627551,170
41,2,1960,4,5,2285.298723,316
50,3,1960,1,6,2641.430291,128.75
56,4,1960,1,8,2433.057993,157.1666667
93,2,1940,1,5,2526.299465,64
43,2,1975,1,5,2010.594153,359.25
51,2,1930,1,4,2382.087374,55
78,2,1950,1,5,2594.038767,116.3333333
59,3,1919,1,8,2560.568421,179
75,3,1960,1,5,2402.494526,67
29,2,1950,1,5,2316.033078,241.3333333
-9,3,1975,1,5,1238.79174,100
93,3,1940,1,6,2696.716605,142
58,3,1930,1,7,2044.026058,299.75
39,3,1960,1,6,2426.134864,260
82,4,1980,1,8,2876.072357,424.5
65,3,1960,1,7,2417.981522,148
43,3,1950,1,7,2410.765968,362.3333333
55,3,1950,1,6,2300.44719,304.3333333
26,1,1950,2,3,2308.271005,0
75,3,1950,1,7,2198.60937,241.3333333
52,3,1975,1,8,2172.365093,215.8333333
41,3,1930,1,6,1929.044344,259.3333333
43,4,1960,1,7,1943.56921,328.5
62,1,1930,5,4,2094.353566,89
83,2,1950,1,4,2302.903473,137
68,3,1970,1,5,2581.626349,214
49,4,1975,1,7,2546.086863,205.8333333
25,3,1970,1,5,3118.156288,455
33,3,1960,1,6,2903.113223,207
85,2,1920,1,5,2209.843481,194.0833333
26,4,1919,1,7,3123.490238,249.5833333
75,3,1950,1,5,2495.602134,221.4166667
79,3,1920,1,7,2519.198693,191.0833333
69,4,1930,1,8,2184.772232,235
37,3,1970,8,7,3048.910534,139.3333333
54,3,1950,1,6,2546.086863,120
35,2,1970,1,4,3857.829221,149
77,3,1970,1,5,2396.258335,163
75,2,1950,1,4,2344.396085,156.5
40,4,2007,1,12,550.3720847,182
62,3,1920,1,9,590.4864096,405
37,2,1920,35,4,678.8034159,65
33,4,1950,1,7,1165.202571,481.3333333
37,1,1940,40,3,572.3134888,91
75,1,1919,1,3,941.3094511,167.6666667
64,1,1940,60,3,421.8835038,58
46,3,1920,1,7,680.5192772,304.0833333
47,3,1950,1,6,612.3466247,305.75
78,3,1930,3,7,2833.327515,178.6666667
43,2,1975,4,4,3072.805824,96
42,2,1950,1,6,3136.095335,287.6666667
26,2,1940,1,4,2952.198737,125
29,3,1920,1,5,3743.643564,219
23,2,1919,4,4,3832.844142,195
56,5,1950,1,8,3263.218314,260.6666667
30,3,1970,1,7,2854.228015,57
76,2,1970,1,6,2330.448974,111.1666667
24,2,1970,2,4,2610.280868,9.166666667
29,2,1975,1,4,2993.679678,138
56,3,1970,1,6,2388.72994,131.75
24,1,1960,50,3,3131.353343,23
45,4,1975,1,8,2565.5742,270
67,5,1970,1,12,2164.247006,328.5
34,2,1975,4,4,1785.685582,80
31,3,1960,1,5,2858.069955,167.75
-9,2,1919,1,4,1489.0637,187.3333333
57,1,1995,86,3,263.3000727,0
65,3,1950,1,6,3302.31354,353.5833333
69,3,1970,1,5,2799.744109,274.3333333
47,3,1970,1,8,2739.828063,375.3333333
41,4,1919,1,7,2276.31703,243.3333333
-9,1,1975,4,3,1641.100185,0
93,3,1970,1,9,2224.234912,286.3333333
62,3,1960,1,5,2578.062085,225
86,3,1919,3,5,2219.202459,52
24,2,1920,4,4,3369.375183,187.3333333
84,3,1960,1,5,2522.072761,177.6666667
33,3,1950,1,5,2285.948225,180.25
64,2,1950,1,8,2583.305334,150
27,2,1975,12,4,1490.844659,54
69,4,1970,1,8,2061.817178,276
38,2,1940,1,5,4639.657733,143.3333333
50,4,1970,2,6,2058.755298,102
50,2,1950,12,4,1964.78466,127
26,2,1975,2,4,2318.843351,0
25,2,1970,4,4,2245.853109,166.6666667
72,2,1960,1,4,2213.490783,142.5833333
44,3,1970,1,7,2376.144822,215
42,3,1930,1,6,2410.781294,224.3333333
39,3,1940,1,5,3010.693922,205
85,3,1950,1,7,2101.407308,234
45,4,1960,1,8,2599.883443,285
50,1,1960,11,4,2593.349619,26.16666667
80,2,1950,1,5,2380.465317,506.25
71,4,1975,1,8,2517.324501,530.1666667
43,4,1975,1,7,2802.102265,308.6666667
58,3,1975,1,5,2460.944269,226.3333333
82,3,1950,1,6,1665.704222,178.6666667
60,3,1970,1,6,2821.970498,156
60,2,1950,1,4,2418.633614,185
45,3,1960,1,6,2005.402444,280.25
52,2,1970,6,4,2899.211299,40
65,3,1975,1,5,2314.444436,201.8333333
61,3,1975,1,6,2469.686256,248.6666667
63,3,1940,1,8,2433.057993,233
71,1,1970,1,3,2195.279067,73
35,3,1950,1,6,2825.007571,289
83,2,1975,1,5,2219.109794,57
56,3,1975,1,7,2431.269075,322
30,4,1930,3,7,1298.675375,224
76,3,1975,1,5,2671.515979,151.3333333
35,3,1950,1,5,4948.027014,108.5
29,2,1940,1,6,2980.102605,250
61,3,1960,1,6,1878.677301,347
45,3,1950,1,7,2388.976754,265
29,2,1960,18,4,3970.795609,102
38,2,1950,1,4,2994.235399,209
66,2,1950,8,5,2173.089067,0
28,4,1919,1,6,2025.941778,418
35,3,1975,1,5,2712.920857,204.8333333
-9,3,1930,1,6,887.4435219,62.16666667
83,3,1950,1,6,2532.820474,295.6666667
-9,2,1975,10,4,3310.936479,76.66666667
55,3,1940,1,8,2434.253803,103
55,2,1920,1,5,2624.588459,135.6666667
86,5,1919,1,10,881.1901708,662.6666667
72,5,1950,1,9,856.741858,430.75
47,3,1919,1,6,2102.939695,303
49,3,1995,1,6,2011.099228,118
29,4,1919,1,7,3682.758446,212.25
38,2,1940,2,5,1977.65633,160
60,4,1975,1,9,3084.343791,227.8333333
43,3,1960,1,5,1882.055163,254
46,2,1975,2,4,2600.350834,160.3333333
48,1,1960,2,3,2806.11498,102.4166667
38,2,1975,1,4,2409.938354,93
60,2,1975,1,5,2530.572122,166.3333333
41,3,1920,1,6,3008.003426,260
46,3,1960,1,7,3520.220768,208.6666667
37,2,1940,1,5,1331.217053,270
25,5,1950,1,8,2967.978868,309.3333333
-9,4,1950,1,7,1808.768123,60
68,4,1970,1,8,2629.573555,247.6666667
34,4,1950,1,8,2773.239208,216.8333333
30,5,1940,1,7,2855.235311,253.6666667
69,3,1975,1,7,2629.573555,298.8333333
61,3,1970,1,7,2731.354499,216.0833333
-9,4,1940,1,7,1671.558894,75.58333333
53,4,1975,1,6,1862.661066,359
52,4,1960,1,9,2772.07711,192
34,3,1950,1,6,3493.694174,117
36,3,1940,1,5,2662.531526,132.3333333
-9,3,1960,1,7,1779.055481,340.5833333
25,2,1960,1,4,2575.409468,201.3333333
42,4,1950,1,8,916.192086,457.6666667
61,3,1975,1,7,1368.224092,314
49,3,1970,1,7,1841.321158,107
64,4,1919,1,9,2405.897449,229
63,4,1970,1,8,2405.897449,255.3333333
54,2,1940,1,4,2520.288426,286
32,2,1919,1,5,2517.775919,281.75
46,3,1970,1,5,2704.381859,107
72,4,1975,1,9,2819.359323,332
28,3,1975,1,5,2419.056569,137.6666667
31,3,1975,1,5,3189.651777,156.6666667
27,2,1970,6,5,2613.822146,54
40,3,1960,1,6,2339.22658,117
-9,0,1940,1,2,589.2274511,0
28,2,1975,1,4,3262.235131,164.6666667
43,3,1975,1,5,3284.631792,156
54,2,1940,1,7,2974.959635,187.8333333
37,2,1970,132,4,3601.323928,68
23,4,1940,1,6,2792.900982,171
65,3,1950,1,8,1737.145316,355
54,3,1960,1,7,2878.681191,235
74,2,1980,1,4,2568.319351,188
38,3,1919,1,6,3058.142549,228.8333333
56,2,1919,2,4,2180.230572,25
20,2,1975,16,4,2247.898046,29
47,3,1940,1,6,2781.967636,169
29,2,1960,18,4,789.1468706,64
43,3,1960,1,7,657.9522831,243
32,3,1975,1,7,883.7302185,197.25
89,2,1960,125,5,676.49952,85
69,1,1975,25,3,606.3400146,83
46,2,1930,1,5,812.9837094,202
30,1,1970,12,3,688.6670303,45
75,4,1990,1,9,1004.066294,233.8333333
65,4,1980,1,8,710.1092079,170
63,4,1960,1,8,1015.960367,211.5
47,3,1950,1,6,2685.723022,395
35,4,1960,1,9,2237.715292,253
56,2,1950,1,8,2616.321349,200
72,2,1920,1,4,2218.217603,103
51,3,1920,1,6,2584.017707,187
45,1,1919,3,6,2690.232392,255
78,3,1950,1,6,1782.238067,802.5
37,4,1920,3,6,1410.088049,205
62,4,1970,1,8,2101.688078,317
43,2,1920,1,5,3352.205796,244
33,2,1940,12,4,2410.666236,68
88,2,1975,1,7,2536.884279,241
41,1,1975,20,3,1839.534285,106
38,4,1950,2,7,2213.687642,287.5
63,2,1940,1,4,3284.900203,160
80,2,1950,1,5,2522.271865,188
81,4,1960,1,6,2635.217633,176.6666667
-9,3,1950,1,6,1184.772574,50
57,3,1975,1,7,906.9058706,408
76,4,1960,1,10,2519.198693,210
40,4,1975,1,7,2136.255635,116
81,4,1950,1,9,2184.772232,227
40,3,1970,1,7,640.9380785,140.8333333
38,4,1919,1,9,4367.712351,366.6666667
86,3,1960,1,8,2786.079494,245.1666667
25,2,1920,1,5,2261.655424,201.5
72,1,1960,6,3,1811.811228,0
36,3,1970,1,7,2237.715292,332
23,2,1960,8,4,2838.388493,101
60,3,1975,1,6,2448.56277,300.6666667
79,2,1975,1,5,2262.744358,192.4166667
53,3,1920,1,8,2968.359625,414.75
47,4,1960,65,7,1357.948468,107
81,2,1919,12,5,1695.212601,194
62,3,1970,1,6,3034.457822,166.1666667
37,2,1940,1,5,2172.09124,62
24,1,1940,1,3,3714.153227,33
81,4,1960,1,9,2608.834046,247
37,3,1940,1,7,3984.091404,132.5
33,3,1960,2,5,1581.890908,0
46,5,1950,1,9,1905.066772,736.1666667
40,3,1950,1,7,1798.36428,344
41,3,1975,1,5,1911.134395,235.6666667
74,3,1919,1,6,2440.357912,102
81,2,1919,1,6,2614.910389,175.9166667
63,3,1975,1,8,2688.472618,228.6666667
-9,2,1950,1,4,1516.780882,0
59,3,1950,1,7,2629.295384,669.6666667
36,4,1960,1,7,2219.987621,334.4166667
74,7,1970,1,11,1395.429548,214
53,2,1975,1,5,3257.946626,276.4166667
-9,3,1940,2,5,712.7098322,205
55,2,1920,1,4,821.5697696,196
30,3,1960,1,7,1219.772167,177
50,3,1960,1,5,2474.836855,195.25
41,3,1919,7,6,1410.088049,61
74,3,1940,1,6,1274.769245,411
33,2,1940,2,4,2346.270264,137
82,3,1950,1,6,1698.635812,251
64,2,1950,1,5,2677.320783,140.6666667
66,3,1975,1,6,2618.708284,111
64,1,1930,1,3,3061.743778,9.583333333
53,2,1940,1,6,2307.211846,169.1666667
59,2,1940,2,4,809.5018324,0
-9,2,1970,8,4,1641.100185,117
84,3,1950,1,9,2258.816228,217.4166667
50,2,1950,1,5,2713.319571,167
72,3,1960,1,5,2091.834725,200
25,2,1960,1,4,316.3749945,0
30,3,1940,1,6,4317.652499,148.8333333
-9,2,1975,4,4,1035.41029,102.4166667
27,3,1950,1,7,3111.776789,68
28,1,1975,10,4,2878.614052,90
35,3,1960,1,6,2787.023756,132
53,2,1975,2,5,3117.461227,131
65,3,1970,1,5,2222.450898,280
84,4,1919,1,8,2266.036254,334.5
29,2,1975,1,6,2240.065946,313
58,2,1940,1,4,3295.318889,150
78,3,1960,1,6,2378.104363,152
24,2,1950,1,4,2116.838581,361.0833333
36,3,1950,1,5,2504.210053,247.5
43,3,1975,1,5,5053.373871,166
53,3,1975,1,5,2688.309072,171
31,5,1950,1,9,1711.830088,283.6666667
47,3,1970,1,6,2974.027392,291
55,3,1950,1,8,2379.479127,438.5
78,2,1975,5,4,2417.722987,133
56,3,1975,1,7,2583.940555,504.4166667
64,3,1975,1,6,1560.864233,310.6666667
71,2,1970,1,5,4173.479455,128
62,3,1960,1,8,2702.15773,253.0833333
42,1,1975,1,4,2230.30331,335.1666667
39,3,1920,2,5,2346.684591,91
62,3,1919,6,6,2094.353566,92
69,4,1950,1,7,1456.145377,443.6666667
75,5,1950,1,8,1402.042105,446
24,1,1930,2,3,2964.651873,124.5833333
82,2,1919,1,6,2492.1856,235.5833333
29,1,1920,2,3,990.659896,134
33,2,1919,1,5,1244.698623,689
87,2,1940,1,4,2015.019372,195.5
37,3,1940,1,5,2338.293365,126.6666667
22,2,1970,18,6,268.6531457,152
66,3,1975,1,7,2224.234912,346.75
37,2,1920,1,5,2058.097753,123.4166667
44,4,1920,1,9,2339.22658,327.3333333
32,3,1920,1,6,2752.174509,275
65,4,1960,1,6,2055.182101,251
60,1,1930,1,3,1733.128614,36
-9,1,1970,1,3,1421.667477,12.5
79,3,1960,1,5,2396.258335,147.3333333
38,3,1970,1,5,2717.102262,235
47,3,1975,1,7,2795.821926,216.3333333
63,3,1940,1,6,1806.625282,571.25
50,4,1970,1,8,2565.5742,394.8333333
33,3,1960,1,5,2553.929186,367.25
64,3,1950,1,6,2546.497863,203.1666667
31,2,1975,1,6,1541.624158,73
64,3,1975,1,7,2165.278631,171.3333333
54,3,1940,1,6,2388.848866,186.5
86,3,1950,1,5,2353.287164,158.0833333
34,3,1985,1,6,613.5686215,208.6666667
-9,2,1920,2,4,490.1755258,51
59,3,1950,1,7,487.1663295,188.6666667
67,2,1995,1,7,418.8601163,330.1666667
43,2,1975,2,4,1993.216343,82
56,2,1970,1,5,503.8687686,108
68,3,1970,1,7,465.3260723,191
55,2,1940,1,6,2448.457802,93
46,4,1930,1,8,3276.834952,205.3333333
22,2,1950,1,5,2146.626859,210
46,4,1950,1,8,2066.13822,211
-9,1,1930,1,4,1238.79174,263.4166667
54,2,1920,1,5,2639.252013,252.75
32,2,1930,2,4,1003.506754,0
75,2,1950,1,4,587.3698996,173.8333333
25,3,1975,1,8,2056.887359,340
33,4,1950,1,7,1108.579451,167.1666667
32,3,1940,1,5,2040.635932,412.5
78,5,1975,1,8,2345.874618,195.8333333
69,4,1950,1,7,2775.256598,210.3333333
56,4,1960,1,7,2564.127413,239
22,1,2003,395,3,115.5693515,0
45,3,1950,1,7,575.4158451,246.3333333
21,3,1980,2,4,1847.789365,59
-9,2,1920,1,4,397.4212901,52.5
93,1,1995,97,3,275.5498097,0
77,3,1950,1,5,500.2799225,157
66,2,1950,1,6,421.3306332,139
71,2,1950,1,5,2238.912547,287.1666667
75,2,1950,196,4,382.8160278,49
30,4,1940,1,7,5959.92116,349.8333333
45,3,1975,1,7,2680.543991,303
54,4,1950,1,9,2855.944399,467
93,2,1950,1,5,2530.103075,153
83,4,1960,1,9,2447.413593,223.9166667
45,1,1919,15,3,1915.937765,45
43,4,1919,1,7,2642.693477,297.6666667
58,4,1930,1,7,2485.546497,185.6666667
25,3,1950,1,7,3309.187447,159.1666667
39,3,1920,1,7,2802.102265,221
80,3,1920,1,5,2699.337089,153.3333333
28,3,1920,1,6,4154.76709,368
85,3,1970,1,7,1761.337435,156
93,3,1950,1,7,2497.344469,222
35,2,1970,1,5,2594.547516,71
60,3,1950,1,7,2771.610925,261.9166667
55,4,1960,1,8,3366.671783,0
41,2,1960,1,5,3857.324514,117.0833333
56,3,1970,1,6,2389.165425,106
79,1,1950,33,3,1965.869007,42
42,2,1930,1,7,1821.745658,174
42,4,1960,1,6,2465.787942,232.3333333
35,2,1960,1,4,1999.4895,215.3333333
84,2,1960,1,4,2492.886661,156.6666667
-9,3,1930,1,5,1290.159869,354
60,1,1920,2,3,3023.560545,178.8333333
40,3,1970,1,5,3044.253796,254
65,1,1960,72,3,3566.861461,68
62,4,1930,1,8,2664.719071,120.6666667
48,4,1950,1,8,2754.185045,297
55,3,1960,1,7,2792.215393,163.1666667
77,3,1960,1,5,2015.158646,153.6666667
29,2,1975,1,4,2598.299798,191.6666667
39,4,1940,1,6,1785.548641,132.5
56,3,1950,1,7,2945.670972,207
29,2,1919,21,4,3294.631887,104
33,3,1930,1,5,2301.456002,36
25,3,1919,1,5,2985.442067,86.75
42,3,1920,1,6,2321.458512,156.25
30,3,1975,1,5,2858.069955,142.8333333
24,2,1940,1,4,3419.961756,156
36,2,1950,1,5,2817.185576,171
54,2,1970,1,4,2614.770983,225
37,4,1960,1,7,2051.252311,271
50,4,1960,1,7,2625.034116,189.1666667
54,4,1960,1,7,2795.821926,390.5
-9,2,1950,1,4,1926.931543,0
69,3,1960,1,8,3159.537019,338.1666667
23,3,1950,1,5,3417.593235,272
73,2,1950,1,6,2372.298155,232.75
89,3,1950,1,7,3138.569495,379.3333333
76,3,1960,1,7,3138.569495,208.6666667
-9,2,1975,1,4,1499.838529,0
62,2,1975,6,4,2589.00972,157
78,2,1950,1,4,674.6669491,234.8333333
52,3,1940,1,6,730.4834614,274.3333333
-9,2,1970,7,4,1546.601936,73
74,3,1960,1,7,1896.018741,288.4166667
38,2,1975,1,4,2465.097205,162.1666667
45,2,1930,1,5,2612.414626,123.1666667
48,3,1940,1,5,3030.039868,298.6666667
23,2,1975,12,4,2247.898046,91
